diagnosis_id,icd9_code,disease_name,short_name,disease_group
292,443,Other peripheral vascular disease,Periph vascular dis NOS,Circulatory System
293,444,Arterial embolism and thrombosis,Arterial embolism NOS,Circulatory System
294,445,Atheroembolism,Atheroembolism site NEC,Circulatory System
295,446,Polyarteritis nodosa and allied conditions,Polyarteritis nodosa,Circulatory System
296,447,Other disorders of arteries and arterioles,Arterial disease NOS,Circulatory System
297,448,Disease of capillaries,Capillary dis NEC/NOS,Circulatory System
298,451,Phlebitis and thrombophlebitis,Thrombophlebitis NOS,Circulatory System
299,452,Portal vein thrombosis,Portal vein thrombosis,Circulatory System
300,453,Other venous embolism and thrombosis,Veness thrombosis NOS,Circulatory System
301,454,Varicose veins of lower extremities,Asympt varicose veins,Circulatory System
302,455,Hemorrhoids,Hemorrhoids NOS,Circulatory System
303,456,Varicose veins of other sites,Varices of other sites,Circulatory System
304,457,Noninfectious disorders of lymphatic channels,Noninfect lymph dis NOS,Circulatory System
305,458,Hypotension,Hypotension NOS,Circulatory System
306,459,Other disorders of circulatory system,Circulatory disease NOS,Circulatory System
307,461,Acute sinusitis,Acute sinusitis NOS,Respiratory System
308,462,Acute pharyngitis,Acute pharyngitis,Respiratory System
309,463,Acute tonsillitis,Acute tonsillitis,Respiratory System
310,464,Acute laryngitis and tracheitis,Ac laryngitis w/o obst,Respiratory System
311,465,Acute upper respiratory infections of multiple or unspecified sites,Acute uri NOS,Respiratory System
312,466,Acute bronchitis and bronchiolitis,Acute bronchitis,Respiratory System
313,47,Meningitis due to enterovirus,Viral meningitis NOS,Infectious & Parasitic Diseases
314,470,Deviated nasal septum,Deviated nasal septum,Respiratory System
315,471,Nasal polyps,Nasal polyp NOS,Respiratory System
316,473,Chronic sinusitis,Chronic sinusitis NOS,Respiratory System
317,474,Chronic disease of tonsils and adenoids,Chr T & A dis NOS,Respiratory System
318,475,Peritonsillar abscess,Peritonsillar abscess,Respiratory System
319,477,Allergic rhinitis,Allergic rhinitis NOS,Respiratory System
320,478,Other diseases of upper respiratory tract,Upper resp dis NEC/NOS,Respiratory System
321,48,Other enterovirus diseases of central nervous system,Oth enteroviral cns dis,Infectious & Parasitic Diseases
322,480,Viral pneumonia,Viral pneumonia NOS,Respiratory System
323,481,Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia],Pneumococcal pneumonia,Respiratory System
324,482,Other bacterial pneumonia,Bacterial pneumonia NOS,Respiratory System
325,483,Pneumonia due to other specified organism,Pneumon oth spec orgnsm,Respiratory System
326,485,Bronchopneumonia organism unspecified,Bronchopneumonia org NOS,Respiratory System
327,486,Pneumonia organism unspecified,Pneumonia organism NOS,Respiratory System
328,487,Influenza,Influenza with pneumonia,Respiratory System
329,49,Other non-arthropod-borne viral diseases of central nervous system,Viral encephalitis NOS,Infectious & Parasitic Diseases
330,490,Bronchitis not specified as acute or chronic,Bronchitis NOS,Respiratory System
331,491,Chronic bronchitis,Chronic bronchitis NOS,Respiratory System
332,492,Emphysema,Emphysema NEC,Respiratory System
333,493,Asthma,Asthma NOS,Respiratory System
334,494,Bronchiectasis,Bronchiectas w/o ac exac,Respiratory System
335,495,Extrinsic allergic alveolitis,Allerg alveol/pneum NOS,Respiratory System
336,496,Chronic airway obstruction not elsewhere classified,Chr airway obstruct NEC,Respiratory System
337,5,Other food poisoning (bacterial),Bact food poisoning NEC,Infectious & Parasitic Diseases
338,500,Coal workers' pneumoconiosis,Coal workers' pneumocon,Respiratory System
339,501,Asbestosis,Asbestosis,Respiratory System
340,506,Respiratory conditions due to chemical fumes and vapors,Fum/vapor resp cond NOS,Respiratory System
341,507,Pneumonitis due to solids and liquids,Solid/liq pneumonit NEC,Respiratory System
342,508,Respiratory conditions due to other and unspecified external agents,Resp cond: ext agent NOS,Respiratory System
343,510,Empyema,Empyema w/o fistula,Respiratory System
344,511,Pleurisy,Pleurisy w/o effus or TB,Respiratory System
345,512,Pneumothorax and air leak,Other pneumothorax,Respiratory System
346,513,Abscess of lung and mediastinum,Abscess of lung,Respiratory System
347,514,Pulmonary congestion and hypostasis,Pulm congest/hypostasis,Respiratory System
348,515,Postinflammatory pulmonary fibrosis,Postinflam pulm fibrosis,Respiratory System
349,516,Other alveolar and parietoalveolar pneumonopathy,Alveol pneumonopathy NOS,Respiratory System
350,518,Other diseases of lung,Other lung disease NEC,Respiratory System
351,519,Other diseases of respiratory system,Resp system disease NOS,Respiratory System
352,52,Chickenpox,Varicella uncomplicated,Infectious & Parasitic Diseases
353,521,Diseases of hard tissues of teeth,Hard tiss dis teeth NOS,Digestive System
354,522,Diseases of pulp and periapical tissues,Pulp/periapical dis NEC,Digestive System
355,523,Gingival and periodontal diseases,Gingiv/periodont dis NOS,Digestive System
356,524,Dentofacial anomalies including malocclusion,Dentofacial anomaly NOS,Digestive System
357,526,Diseases of the jaws,Jaw disease NOS,Digestive System
358,527,Diseases of the salivary glands,Salivary gland dis NOS,Digestive System
359,528,Diseases of the oral soft tissues excluding lesions specific for gingiva and tongue,Oral soft tissue dis NEC,Digestive System
360,529,Diseases and other conditions of the tongue,Tongue disorder NOS,Digestive System
361,53,Herpes zoster,Herpes zoster NOS,Infectious & Parasitic Diseases
362,530,Diseases of esophagus,Esophageal disorder NOS,Digestive System
363,531,Gastric ulcer,Stomach ulcer NOS,Digestive System
364,532,Duodenal ulcer,Duodenal ulcer NOS,Digestive System
365,533,Peptic ulcer site unspecified,Peptic ulcer NOS,Digestive System
366,534,Gastrojejunal ulcer,Gastrojejunal ulcer NOS,Digestive System
367,535,Gastritis and duodenitis,Gstr/ddnts NOS w/o hmrhg,Digestive System
368,536,Disorders of function of stomach,Stomach function dis NOS,Digestive System
369,537,Other disorders of stomach and duodenum,Gastroduodenal dis NOS,Digestive System
370,54,Herpes simplex,Herpes simplex NOS,Infectious & Parasitic Diseases
371,540,Acute appendicitis,Acute appendicitis NOS,Digestive System
372,541,Appendicitis unqualified,Appendicitis NOS,Digestive System
373,542,Other appendicitis,Other appendicitis,Digestive System
374,543,Other diseases of appendix,Diseases of appendix NEC,Digestive System
375,550,Inguinal hernia,Unilat inguinal hernia,Digestive System
376,551,Other hernia of abdominal cavity with gangrene,Hernia site NOS w gangr,Digestive System
377,552,Other hernia of abdominal cavity with obstruction but without mention of gangrene,Hernia site NOS w obstr,Digestive System
378,553,Other hernia of abdominal cavity without mention of obstruction or gangrene,Hernia NOS,Digestive System
379,555,Regional enteritis,Regional enteritis NOS,Digestive System
380,556,Ulcerative enterocolitis,Ulceratve colitis unspcf,Digestive System
381,557,Vascular insufficiency of intestine,Vasc insuff intest NOS,Digestive System
382,558,Other and unspecified noninfectious gastroenteritis and colitis,Noninf gastroenterit NEC,Digestive System
383,560,Intestinal obstruction without mention of hernia,Intestinal obstruct NOS,Digestive System
384,562,Diverticula of intestine,Dvrtclo colon w/o hmrhg,Digestive System
385,564,Functional digestive disorders not elsewhere classified,Funct dis intestine NOS,Digestive System
386,565,Anal fissure and fistula,Anal fissure,Digestive System
387,566,Abscess of anal and rectal regions,Anal & rectal abscess,Digestive System
388,567,Peritonitis,Peritonitis NOS,Digestive System
389,568,Other disorders of peritoneum,Peritoneal disorder NOS,Digestive System
390,569,Other disorders of intestine,Intestinal disorder NOS,Digestive System
391,57,Other viral exanthemata,Viral exanthemata NEC,Infectious & Parasitic Diseases
392,570,Acute and subacute necrosis of liver,Acute necrosis of liver,Digestive System
393,571,Chronic liver disease and cirrhosis,Chronic liver dis NOS,Digestive System
394,572,Liver abscess and sequelae of chronic liver disease,Oth sequela chr liv dis,Digestive System
395,573,Other disorders of liver,Liver disorder NOS,Digestive System
396,574,Cholelithiasis,Cholelithiasis NOS,Digestive System
397,575,Other disorders of gallbladder,Dis of gallbladder NOS,Digestive System
398,576,Other disorders of biliary tract,Dis of biliary tract NOS,Digestive System
399,577,Diseases of pancreas,Pancreatic disease NOS,Digestive System
400,578,Gastrointestinal hemorrhage,Gastrointest hemorr NOS,Digestive System
401,579,Intestinal malabsorption,Intest malabsorption NOS,Digestive System
402,58,Other human herpesvirus,Human herpesvirus infect NEC,Infectious & Parasitic Diseases
403,580,Acute glomerulonephritis,Acute nephritis NOS,Diseases of the Genitourinary System
404,581,Nephrotic syndrome,Nephrotic syndrome NOS,Diseases of the Genitourinary System
405,582,Chronic glomerulonephritis,Chronic nephritis NOS,Diseases of the Genitourinary System
406,583,Nephritis and nephropathy not specified as acute or chronic,Nephritis NOS,Diseases of the Genitourinary System
407,584,Acute renal failure,Acute kidney failure NOS,Diseases of the Genitourinary System
408,585,Chronic renal failure,Chronic kidney dis NOS,Diseases of the Genitourinary System
409,586,Renal failure unspecified,Renal failure NOS,Diseases of the Genitourinary System
410,588,Disorders resulting from impaired renal function,Impaired renal funct NOS,Diseases of the Genitourinary System
411,590,Infections of kidney,Infection of kidney NOS,Diseases of the Genitourinary System
412,591,Hydronephrosis,Hydronephrosis,Diseases of the Genitourinary System
413,592,Calculus of kidney and ureter,Urinary calculus NOS,Diseases of the Genitourinary System
414,593,Other disorders of kidney and ureter,Renal & ureteral dis NOS,Diseases of the Genitourinary System
415,594,Calculus of lower urinary tract,Lower urin calcul NOS,Diseases of the Genitourinary System
416,595,Cystitis,Cystitis NOS,Diseases of the Genitourinary System
417,596,Other disorders of bladder,Bladder disorder NOS,Diseases of the Genitourinary System
418,598,Urethral stricture,Urethral stricture NOS,Diseases of the Genitourinary System
419,599,Other disorders of urethra and urinary tract,Urinary tract dis NOS,Diseases of the Genitourinary System
420,600,Hyperplasia of prostate,BPH NOS w/o ur obs/LUTS,Diseases of the Genitourinary System
421,601,Inflammatory diseases of prostate,Prostatitis NOS,Diseases of the Genitourinary System
422,602,Other disorders of prostate,Prostatic disorder NOS,Diseases of the Genitourinary System
423,603,Hydrocele,Hydrocele NOS,Diseases of the Genitourinary System
424,604,Orchitis and epididymitis,Orchitis/epididymit NOS,Diseases of the Genitourinary System
425,605,Redundant prepuce and phimosis,Redun prepuce & phimosis,Diseases of the Genitourinary System
426,607,Disorders of penis,Disorder of penis NOS,Diseases of the Genitourinary System
427,608,Other disorders of male genital organs,Male genital dis NOS,Diseases of the Genitourinary System
428,61,Dengue,Dengue,Infectious & Parasitic Diseases
429,610,Benign mammary dysplasias,Benign mamm dysplas NOS,Diseases of the Genitourinary System
430,611,Other disorders of breast,Disorders breast NEC,Diseases of the Genitourinary System
431,614,Inflammatory disease of ovary fallopian tube pelvic cellular tissue and peritoneum,Fem pelv inflam dis NOS,Diseases of the Genitourinary System
432,615,Inflammatory diseases of uterus except cervix,Uterine inflam dis NOS,Diseases of the Genitourinary System
433,616,Inflammatory disease of cervix vagina and vulva,Female gen inflam NOS,Diseases of the Genitourinary System
434,617,Endometriosis,Endometriosis NOS,Diseases of the Genitourinary System
435,618,Genital prolapse,Genital prolapse NOS,Diseases of the Genitourinary System
436,619,Fistula involving female genital tract,Fem genital fistula NOS,Diseases of the Genitourinary System
437,620,Noninflammatory disorders of ovary fallopian tube and broad ligament,Noninfl dis ova/adnx NOS,Diseases of the Genitourinary System
438,621,Disorders of uterus not elsewhere classified,Disorder of uterus NOS,Diseases of the Genitourinary System
439,622,Noninflammatory disorders of cervix,Noninflam dis cervix NOS,Diseases of the Genitourinary System
440,623,Noninflammatory disorders of vagina,Noninflam dis vagina NOS,Diseases of the Genitourinary System
441,625,Pain and other symptoms associated with female genital organs,Fem genital symptoms NOS,Diseases of the Genitourinary System
442,626,Disorders of menstruation and other abnormal bleeding from female genital tract,Menstrual disorder NOS,Diseases of the Genitourinary System
443,627,Menopausal and postmenopausal disorders,Menopausal disorder NOS,Diseases of the Genitourinary System
444,632,Missed abortion,Missed abortion,Pregnancy & Childbirth
445,633,Ectopic pregnancy,Ectpc prg NOS w int preg,Pregnancy & Childbirth
446,634,Spontaneous abortion,Spon abort uncompl-unsp,Pregnancy & Childbirth
447,637,Unspecified abortion,Ab NOS uncomplicat-unsp,Pregnancy & Childbirth
448,640,Hemorrhage in early pregnancy,Hemorr early preg-unspec,Pregnancy & Childbirth
449,641,Antepartum hemorrhage abruptio placentae and placenta previa,Antepart hem NOS-unspec,Pregnancy & Childbirth
450,642,Hypertension complicating pregnancy childbirth and the puerperium,Hyperten NOS-unspec,Pregnancy & Childbirth
451,643,Excessive vomiting in pregnancy,Vomit of pg NOS-antepar,Pregnancy & Childbirth
452,644,Early or threatened labor,Threat prem labor-unspec,Pregnancy & Childbirth
453,645,Late pregnancy,Prolonged preg-unsp,Pregnancy & Childbirth
454,646,Other complications of pregnancy not elsewhere classified,Preg compl NEC-unspec,Pregnancy & Childbirth
455,647,Infectious and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy childbirth or the puerperium,Infect NOS-unsp,Pregnancy & Childbirth
456,648,Other current conditions in the mother classifiable elsewhere but complicating pregnancy childbirth or the puerperium,Oth curr cond preg-unsp,Pregnancy & Childbirth
457,649,Other conditions or status of the mother complicating pregnancy childbirth or the puerperium,Spotting-unspecified,Pregnancy & Childbirth
458,652,Malposition and malpresentation of fetus,Malposition NOS-unspec,Pregnancy & Childbirth
459,653,Disproportion in pregnancy labor and delivery,Disproportion NOS-unspec,Pregnancy & Childbirth
460,654,Abnormality of organs and soft tissues of pelvis,Abn pel org NEC preg-unsp,Pregnancy & Childbirth
461,655,Known or suspected fetal abnormality affecting management of mother,Fetal abnorm NOS-unspec,Pregnancy & Childbirth
462,656,Other fetal and placental problems affecting management of mother,Fet/plac prob NOS-unspec,Pregnancy & Childbirth
463,657,Polyhydramnios,Polyhydramnios-unspec,Pregnancy & Childbirth
464,658,Other problems associated with amniotic cavity and membranes,Amniotic prob NOS-unspec,Pregnancy & Childbirth
465,659,Other indications for care or intervention related to labor and delivery not elsewhere classified,Complic labor NOS-unsp,Pregnancy & Childbirth
466,66,Other arthropod-borne viral diseases,Arthropod virus NOS,Infectious & Parasitic Diseases
467,660,Obstructed labor,Obstruc labor NOS-unspec,Pregnancy & Childbirth
468,661,Abnormality of forces of labor,Abnormal labor NOS-unsp,Pregnancy & Childbirth
469,663,Umbilical cord complications during labor and delivery,Cord compl NOS-antepart,Pregnancy & Childbirth
470,664,Trauma to perineum and vulva during delivery,Ob perin traum NOS-unsp,Pregnancy & Childbirth
471,665,Other obstetrical trauma,Ob trauma NOS-unspec,Pregnancy & Childbirth
472,669,Other complications of labor and delivery not elsewhere classified,Compl deliv NEC-unsp,Pregnancy & Childbirth
473,671,Venous complications in pregnancy and the puerperium,Ven compl preg NOS-unsp,Pregnancy & Childbirth
474,674,Other and unspecified complications of the puerperium not elsewhere classified,Puerp compl NOS-unspec,Pregnancy & Childbirth
475,680,Carbuncle and furuncle,Carbuncle NOS,Skin Diseases
476,681,Cellulitis and abscess of finger and toe,Cellulitis of digit NOS,Skin Diseases
477,682,Other cellulitis and abscess,Cellulitis NOS,Skin Diseases
478,683,Acute lymphadenitis,Acute lymphadenitis,Skin Diseases
479,684,Impetigo,Impetigo,Skin Diseases
480,685,Pilonidal cyst,Pilonidal cyst w/o absc,Skin Diseases
481,686,Other local infections of skin and subcutaneous tissue,Local skin infection NOS,Skin Diseases
482,690,Erythematosquamous dermatosis,Erythmtsquamous derm NEC,Skin Diseases
483,691,Atopic dermatitis and related conditions,Other atopic dermatitis,Skin Diseases
484,692,Contact dermatitis and other eczema,Dermatitis NOS,Skin Diseases
485,693,Dermatitis due to substances taken internally,Dermat d/t int agent NOS,Skin Diseases
486,694,Bullous dermatoses,Bullous dermatoses NOS,Skin Diseases
487,695,Erythematous conditions,Erythematous cond NOS,Skin Diseases
488,696,Psoriasis and similar disorders,Psorias related dis NEC,Skin Diseases
489,698,Pruritus and related conditions,Pruritic disorder NOS,Skin Diseases
490,7,Other protozoal intestinal diseases,Protozoal intest dis NOS,Infectious & Parasitic Diseases
491,70,Viral hepatitis,Viral hepat NOS w/o coma,Infectious & Parasitic Diseases
492,700,Corns and callosities,Corns and callosities,Skin Diseases
493,703,Diseases of nail,Disease of nail NOS,Skin Diseases
494,704,Diseases of hair and hair follicles,Hair disease NOS,Skin Diseases
495,705,Disorders of sweat glands,Sweat gland disorder NOS,Skin Diseases
496,706,Diseases of sebaceous glands,Sebaceous gland dis NOS,Skin Diseases
497,707,Chronic ulcer of skin,Chronic skin ulcer NOS,Skin Diseases
498,708,Urticaria,Urticaria NOS,Skin Diseases
499,709,Other disorders of skin and subcutaneous tissue,Skin disorder NOS,Skin Diseases
500,710,Diffuse diseases of connective tissue,Diff connect tis dis NOS,Musculoskeletal System
501,711,Arthropathy associated with infections,Inf arthritis NOS-unspec,Musculoskeletal System
502,714,Rheumatoid arthritis and other inflammatory polyarthropathies,Inflamm polyarthrop NOS,Musculoskeletal System
503,715,Osteoarthrosis and allied disorders,Osteoarthros NOS-unspec,Musculoskeletal System
504,716,Other and unspecified arthropathies,Arthropathy NOS-unspec,Musculoskeletal System
505,717,Internal derangement of knee,Int derangement knee NOS,Musculoskeletal System
506,718,Other derangement of joint,Jt derangmnt NOS-unsp jt,Musculoskeletal System
507,719,Other and unspecified disorders of joint,Joint dis NOS-unspec jt,Musculoskeletal System
508,720,Ankylosing spondylitis and other inflammatory spondylopathies,Inflam spondylopathy NOS,Musculoskeletal System
509,721,Spondylosis and allied disorders,Spondylos NOS w/o myelop,Musculoskeletal System
510,722,Intervertebral disc disorders,Disc dis NEC/NOS-unspec,Musculoskeletal System
511,723,Other disorders of cervical region,Neck disorder/sympt NOS,Musculoskeletal System
512,724,Other and unspecified disorders of back,Back disorder NOS,Musculoskeletal System
513,725,Polymyalgia rheumatica,Polymyalgia rheumatica,Musculoskeletal System
514,726,Peripheral enthesopathies and allied syndromes,Enthesopathy site NOS,Musculoskeletal System
515,727,Other disorders of synovium tendon and bursa,Synov/tend/bursa dis NOS,Musculoskeletal System
516,728,Disorders of muscle ligament and fascia,Muscle/ligament dis NOS,Musculoskeletal System
517,729,Other disorders of soft tissues,Soft tissue disord NOS,Musculoskeletal System
518,730,Osteomyelitis periostitis and other infections involving bone,Osteomyelitis NOS-unspec,Musculoskeletal System
519,731,Osteitis deformans and osteopathies associated with other disorders classified elsewhere,Osteitis deformans NOS,Musculoskeletal System
520,732,Osteochondropathies,Osteochondropathy NOS,Musculoskeletal System
521,733,Other disorders of bone and cartilage,Bone & cartilage dis NOS,Musculoskeletal System
522,734,Flat foot,Flat foot,Musculoskeletal System
523,735,Acquired deformities of toe,Acq deformity of toe NOS,Musculoskeletal System
524,736,Other acquired deformities of limbs,Acq limb deformity NOS,Musculoskeletal System
525,737,Curvature of spine,Curvature of spine NOS,Musculoskeletal System
526,738,Other acquired musculoskeletal deformity,Acq deformity NOS,Musculoskeletal System
527,745,Bulbus cordis anomalies and anomalies of cardiac septal closure,Septal closure anom NOS,Congenital Anomalies
528,746,Other congenital anomalies of heart,Cong heart anomaly NOS,Congenital Anomalies
529,747,Other congenital anomalies of circulatory system,Circulatory anomaly NOS,Congenital Anomalies
530,75,Infectious mononucleosis,Infectious mononucleosis,Infectious & Parasitic Diseases
531,751,Other congenital anomalies of digestive system,Anom digestive syst NOS,Congenital Anomalies
532,753,Congenital anomalies of urinary system,Urinary anomaly NOS,Congenital Anomalies
533,756,Other congenital musculoskeletal anomalies,Musculoskel anom NEC/NOS,Congenital Anomalies
534,759,Other and unspecified congenital anomalies,Congenital anomaly NOS,Congenital Anomalies
535,78,Other diseases due to viruses and chlamydiae,Chlamydial infection NOS,Infectious & Parasitic Diseases
536,780,General symptoms,General symptoms,Symptoms Signs & Ill-defined Conditions
537,781,Symptoms involving nervous and musculoskeletal systems,Nerve/musculskel sym NEC,Symptoms Signs & Ill-defined Conditions
538,782,Symptoms involving skin and other integumentary tissue,Integument tiss symp NEC,Symptoms Signs & Ill-defined Conditions
539,783,Symptoms concerning nutrition metabolism and development,Nutr/metab/devel sym NEC,Symptoms Signs & Ill-defined Conditions
540,784,Symptoms involving head and neck,Head & neck symptoms NEC,Symptoms Signs & Ill-defined Conditions
541,785,Symptoms involving cardiovascular system,Cardiovas sys symp NEC,Symptoms Signs & Ill-defined Conditions
542,786,Symptoms involving respiratory system and other chest symptoms,Resp sys/chest symp NEC,Symptoms Signs & Ill-defined Conditions
543,787,Symptoms involving digestive system,Digestve syst symptm NEC,Symptoms Signs & Ill-defined Conditions
544,788,Symptoms involving urinary system,Oth symptm urinary systm,Symptoms Signs & Ill-defined Conditions
545,789,Other symptoms involving abdomen and pelvis,Abdomen/pelvis symp NEC,Symptoms Signs & Ill-defined Conditions
546,79,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Viral infection NOS,Infectious & Parasitic Diseases
547,790,Nonspecific findings on examination of blood,Abn blood chemistry NEC,Symptoms Signs & Ill-defined Conditions
548,791,Nonspecific findings on examination of urine,Abn urine findings NEC,Symptoms Signs & Ill-defined Conditions
549,792,Nonspecific abnormal findings in other body substances,Abn find-body subst NEC,Symptoms Signs & Ill-defined Conditions
550,793,Nonspecific abnormal findings on radiological and other examination of body structure,Nonsp abn find-body NEC,Symptoms Signs & Ill-defined Conditions
551,794,Nonspecific abnormal results of function studies,Abn function study NEC,Symptoms Signs & Ill-defined Conditions
552,795,Nonspecific abnormal histological and immunological findings,Abnormal findings NEC,Symptoms Signs & Ill-defined Conditions
553,796,Other nonspecific abnormal findings,Abnormal findings NEC,Symptoms Signs & Ill-defined Conditions
554,797,Senility without mention of psychosis,Senility w/o psychosis,Symptoms Signs & Ill-defined Conditions
555,799,Other ill-defined and unknown causes of morbidity and mortality,Ill-define condition NEC,Symptoms Signs & Ill-defined Conditions
556,8,Intestinal infections due to other organisms,Bacterial enteritis NOS,Infectious & Parasitic Diseases
557,800,Fracture of vault of skull,Closed skull vault fx,Injury & Poisoning
558,801,Fracture of base of skull,Clos skull base fracture,Injury & Poisoning
559,802,Fracture of face bones,Fx malar/maxillary-close,Injury & Poisoning
560,803,Other and unqualified skull fractures,Close skull fracture NEC,Injury & Poisoning
561,804,Multiple fractures involving skull or face with other bones,Cl skul fx w oth bone fx,Injury & Poisoning
562,805,Fracture of vertebral column without mention of spinal cord injury,Fx cervical vert NOS-cl,Injury & Poisoning
563,806,Fracture of vertebral column with spinal cord injury,C1-c4 fx-cl/cord inj NOS,Injury & Poisoning
564,807,Fracture of rib(s) sternum larynx and trachea,Fracture rib NOS-closed,Injury & Poisoning
565,808,Fracture of pelvis,Pelvic fracture NOS-clos,Injury & Poisoning
566,810,Fracture of clavicle,Fx clavicle NOS-closed,Injury & Poisoning
567,812,Fracture of humerus,Fx humerus NOS-closed,Injury & Poisoning
568,813,Fracture of radius and ulna,Fx forearm NOS-closed,Injury & Poisoning
569,814,Fracture of carpal bone(s),Fx carpal bone NOS-close,Injury & Poisoning
570,815,Fracture of metacarpal bone(s),Fx metacarpal NOS-closed,Injury & Poisoning
571,816,Fracture of one or more phalanges of hand,Fx phalanx hand NOS-cl,Injury & Poisoning
572,817,Multiple fractures of hand bones,Multiple fx hand-closed,Injury & Poisoning
573,82,Tick-borne rickettsioses,Tick-borne ricketts NOS,Infectious & Parasitic Diseases
574,820,Fracture of neck of femur,Fx neck of femur NOS-cl,Injury & Poisoning
575,821,Fracture of other and unspecified parts of femur,Fx femur NOS-closed,Injury & Poisoning
576,822,Fracture of patella,Fracture patella-closed,Injury & Poisoning
577,823,Fracture of tibia and fibula,Fx tibia NOS-closed,Injury & Poisoning
578,824,Fracture of ankle,Fx ankle NOS-closed,Injury & Poisoning
579,825,Fracture of one or more tarsal and metatarsal bones,Fx foot bone NOS-closed,Injury & Poisoning
580,826,Fracture of one or more phalanges of foot,Fx phalanx foot-closed,Injury & Poisoning
581,827,Other multiple and ill-defined fractures of lower limb,Fx lower limb NEC-closed,Injury & Poisoning
582,831,Dislocation of shoulder,Disloc shoulder NOS-clos,Injury & Poisoning
583,832,Dislocation of elbow,Dislocat elbow NOS-close,Injury & Poisoning
584,833,Dislocation of wrist,Disloc wrist NOS-closed,Injury & Poisoning
585,834,Dislocation of finger,Disl finger NOS-closed,Injury & Poisoning
586,835,Dislocation of hip,Dislocat hip NOS-closed,Injury & Poisoning
587,836,Dislocation of knee,Dislocat knee NOS-closed,Injury & Poisoning
588,837,Dislocation of ankle,Dislocation ankle-closed,Injury & Poisoning
589,838,Dislocation of foot,Dislocat foot NOS-closed,Injury & Poisoning
590,839,Other multiple and ill-defined dislocations,Dislocation NEC-closed,Injury & Poisoning
591,84,Malaria,Malaria NOS,Infectious & Parasitic Diseases
592,840,Sprains and strains of shoulder and upper arm,Sprain shoulder/arm NOS,Injury & Poisoning
593,842,Sprains and strains of wrist and hand,Sprain hand NOS,Injury & Poisoning
594,843,Sprains and strains of hip and thigh,Sprain hip & thigh NOS,Injury & Poisoning
595,844,Sprains and strains of knee and leg,Sprain of knee & leg NOS,Injury & Poisoning
596,845,Sprains and strains of ankle and foot,Sprain of foot NOS,Injury & Poisoning
597,846,Sprains and strains of sacroiliac region,Sprain sacroiliac NOS,Injury & Poisoning
598,847,Sprains and strains of other and unspecified parts of back,Sprain of back NOS,Injury & Poisoning
599,848,Other and ill-defined sprains and strains,Sprain NOS,Injury & Poisoning
600,850,Concussion,Concussion NOS,Injury & Poisoning
601,851,Cerebral laceration and contusion,Cerebral cortx contusion,Injury & Poisoning
602,852,Subarachnoid subdural and extradural hemorrhage following injury,Traumatic subdural hem,Injury & Poisoning
603,853,Other and unspecified intracranial hemorrhage following injury,Traumatic brain hem NEC,Injury & Poisoning
604,854,Intracranial injury of other and unspecified nature,Brain injury NEC,Injury & Poisoning
605,860,Traumatic pneumothorax and hemothorax,Traum pneumothorax-close,Injury & Poisoning
606,861,Injury to heart and lung,Heart injury NOS-closed,Injury & Poisoning
607,862,Injury to other and unspecified intrathoracic organs,Intrathoracic inj NOS-cl,Injury & Poisoning
608,863,Injury to gastrointestinal tract,GI injury NOS-closed,Injury & Poisoning
609,864,Injury to liver,Liver injury NOS-closed,Injury & Poisoning
610,865,Injury to spleen,Spleen injury NOS-closed,Injury & Poisoning
611,866,Injury to kidney,Kidney injury NOS-closed,Injury & Poisoning
612,867,Injury to pelvic organs,Pelvic organ inj NOS-cl,Injury & Poisoning
613,868,Injury to other intra-abdominal organs,Intra-abdom inj NOS-clos,Injury & Poisoning
614,870,Open wound of ocular adnexa,Opn wnd ocular adnex NOS,Injury & Poisoning
615,871,Open wound of eyeball,Opn wound of eyeball NOS,Injury & Poisoning
616,873,Other open wound of head,Open wound of head NEC,Injury & Poisoning
617,875,Open wound of chest (wall),Open wound of chest,Injury & Poisoning
618,878,Open wound of genital organs (external) including traumatic amputation,Open wound genital NEC,Injury & Poisoning
619,879,Open wound of other and unspecified sites except limbs,Open wound site NOS,Injury & Poisoning
620,88,Other arthropod-borne diseases,Arthropod-borne dis NOS,Infectious & Parasitic Diseases
621,880,Open wound of shoulder and upper arm,Open wound of shoulder,Injury & Poisoning
622,881,Open wound of elbow forearm and wrist,Open wound of forearm,Injury & Poisoning
623,882,Open wound of hand except finger(s) alone,Open wound of hand,Injury & Poisoning
624,883,Open wound of finger(s),Open wound of finger,Injury & Poisoning
625,885,Traumatic amputation of thumb (complete) (partial),Amputation thumb,Injury & Poisoning
626,886,Traumatic amputation of other finger(s) (complete) (partial),Amputation finger,Injury & Poisoning
627,890,Open wound of hip and thigh,Open wound of hip/thigh,Injury & Poisoning
628,891,Open wound of knee leg (except thigh) and ankle,Open wnd knee/leg/ankle,Injury & Poisoning
629,892,Open wound of foot except toe(s) alone,Open wound of foot,Injury & Poisoning
630,893,Open wound of toe(s),Open wound of toe,Injury & Poisoning
631,895,Traumatic amputation of toe(s) (complete) (partial),Amputation toe,Injury & Poisoning
632,897,Traumatic amputation of leg(s) (complete) (partial),Amputation leg NOS,Injury & Poisoning
633,9,Ill-defined intestinal infections,Intestinal infections,Infectious & Parasitic Diseases
